transaction_id,customer_id,account_id,timestamp,amount,currency,transaction_type,channel,counterparty_id,country,customer_segment
TXN00663,CUST1203,ACC_CUST1203,2026-06-10T02:02:30.073010,257.29,USD,deposit,atm,,JP,retail
TXN00664,CUST1144,ACC_CUST1144,2026-05-05T20:02:30.073010,29.79,USD,deposit,wire,,FR,retail
TXN00665,CUST1141,ACC_CUST1141,2026-06-17T09:02:30.073010,72.61,USD,transfer,atm,ACC_CUST1152,GB,retail
TXN00666,CUST1264,ACC_CUST1264,2026-07-03T06:02:30.073010,334.11,USD,deposit,wire,,CH,high_net_worth
TXN00667,CUST1071,ACC_CUST1071,2026-06-27T23:02:30.073010,100.1,USD,cash_deposit,atm,,US,corporate
TXN00668,CUST1214,ACC_CUST1214,2026-05-18T11:02:30.073010,136.1,USD,deposit,online,,JP,retail
TXN00669,CUST1113,ACC_CUST1113,2026-06-23T16:02:30.073010,222.37,USD,cash_deposit,atm,,US,retail
TXN00670,CUST1087,ACC_CUST1087,2026-07-13T20:02:30.073010,40.81,USD,withdrawal,atm,,CH,high_net_worth
TXN00671,CUST1065,ACC_CUST1065,2026-06-30T07:02:30.073010,328.77,USD,withdrawal,atm,,SG,retail
TXN00672,CUST1113,ACC_CUST1113,2026-05-12T06:02:30.073010,149.41,USD,transfer,wire,ACC_CUST1169,US,retail
TXN00673,CUST1299,ACC_CUST1299,2026-05-04T13:02:30.073010,26.55,USD,deposit,wire,,CH,retail
TXN00674,CUST1298,ACC_CUST1298,2026-06-10T18:02:30.073010,670.62,USD,deposit,wire,,CH,corporate
TXN00675,CUST1256,ACC_CUST1256,2026-04-12T20:02:30.073010,169.87,USD,cash_deposit,atm,,JP,corporate
TXN00676,CUST1077,ACC_CUST1077,2026-04-14T05:02:30.073010,680.04,USD,transfer,wire,ACC_CUST1291,SG,corporate
TXN00677,CUST1234,ACC_CUST1234,2026-04-15T09:02:30.073010,210.58,USD,withdrawal,branch,,DE,retail
TXN00678,CUST1090,ACC_CUST1090,2026-05-07T19:02:30.073010,190.47,USD,deposit,branch,,FR,high_net_worth
TXN00679,CUST1107,ACC_CUST1107,2026-07-03T04:02:30.073010,471.43,USD,withdrawal,wire,,SG,retail
TXN00680,CUST1045,ACC_CUST1045,2026-04-13T18:02:30.073010,164.95,USD,cash_deposit,wire,,SG,retail
TXN00681,CUST1244,ACC_CUST1244,2026-05-15T23:02:30.073010,403.53,USD,deposit,online,,GB,retail
TXN00682,CUST1007,ACC_CUST1007,2026-07-20T09:02:30.073010,348.8,USD,withdrawal,branch,,CH,retail
TXN00683,CUST1127,ACC_CUST1127,2026-04-25T21:02:30.073010,42.51,USD,transfer,atm,ACC_CUST1066,US,high_net_worth
TXN00684,CUST1257,ACC_CUST1257,2026-06-11T08:02:30.073010,530.92,USD,withdrawal,branch,,US,high_net_worth
TXN00685,CUST1152,ACC_CUST1152,2026-05-04T13:02:30.073010,135.9,USD,transfer,wire,ACC_CUST1068,SG,corporate
TXN00686,CUST1250,ACC_CUST1250,2026-05-12T05:02:30.073010,15.79,USD,withdrawal,wire,,US,retail
TXN00687,CUST1114,ACC_CUST1114,2026-06-29T03:02:30.073010,277.25,USD,withdrawal,branch,,FR,high_net_worth
TXN00688,CUST1086,ACC_CUST1086,2026-04-12T10:02:30.073010,637.56,USD,deposit,wire,,FR,high_net_worth
TXN00689,CUST1130,ACC_CUST1130,2026-07-04T16:02:30.073010,335.39,USD,deposit,branch,,SG,corporate
TXN00690,CUST1010,ACC_CUST1010,2026-04-03T21:02:30.073010,186.27,USD,deposit,wire,,US,high_net_worth
TXN00691,CUST1063,ACC_CUST1063,2026-06-06T07:02:30.073010,79.01,USD,cash_deposit,online,,FR,corporate
TXN00692,CUST1004,ACC_CUST1004,2026-05-05T12:02:30.073010,302.49,USD,deposit,atm,,SG,corporate
TXN00693,CUST1070,ACC_CUST1070,2026-05-20T02:02:30.073010,46.32,USD,deposit,atm,,DE,retail
TXN00694,CUST1054,ACC_CUST1054,2026-05-30T05:02:30.073010,544.24,USD,withdrawal,atm,,DE,corporate
TXN00695,CUST1103,ACC_CUST1103,2026-05-12T21:02:30.073010,62.44,USD,cash_deposit,atm,,SG,retail
TXN00696,CUST1280,ACC_CUST1280,2026-05-30T05:02:30.073010,90.17,USD,cash_deposit,atm,,JP,high_net_worth
TXN00697,CUST1006,ACC_CUST1006,2026-06-21T01:02:30.073010,58.45,USD,deposit,wire,,US,retail
TXN00698,CUST1046,ACC_CUST1046,2026-07-05T15:02:30.073010,715.47,USD,deposit,branch,,CH,corporate
TXN00699,CUST1118,ACC_CUST1118,2026-05-25T08:02:30.073010,41.54,USD,transfer,wire,ACC_CUST1025,DE,high_net_worth
TXN00700,CUST1089,ACC_CUST1089,2026-07-17T00:02:30.073010,176.54,USD,transfer,atm,ACC_CUST1160,GB,retail
TXN00701,CUST1059,ACC_CUST1059,2026-04-09T00:02:30.073010,336.62,USD,deposit,online,,US,high_net_worth
TXN00702,CUST1087,ACC_CUST1087,2026-05-09T10:02:30.073010,642.29,USD,cash_deposit,atm,,CH,high_net_worth
TXN00703,CUST1047,ACC_CUST1047,2026-05-14T09:02:30.073010,163.64,USD,withdrawal,branch,,SG,retail
TXN00704,CUST1233,ACC_CUST1233,2026-05-01T11:02:30.073010,323.96,USD,cash_deposit,wire,,US,retail
TXN00705,CUST1085,ACC_CUST1085,2026-04-11T03:02:30.073010,42.85,USD,deposit,online,,GB,corporate
TXN00706,CUST1247,ACC_CUST1247,2026-07-08T17:02:30.073010,293.5,USD,cash_deposit,online,,JP,high_net_worth
TXN00707,CUST1183,ACC_CUST1183,2026-06-13T23:02:30.073010,769.21,USD,withdrawal,wire,,JP,high_net_worth
TXN00708,CUST1057,ACC_CUST1057,2026-07-19T12:02:30.073010,29.63,USD,cash_deposit,branch,,SG,corporate
TXN00709,CUST1160,ACC_CUST1160,2026-03-29T21:02:30.073010,229.63,USD,withdrawal,atm,,JP,high_net_worth
TXN00710,CUST1048,ACC_CUST1048,2026-05-22T20:02:30.073010,137.28,USD,withdrawal,wire,,US,corporate
TXN00711,CUST1197,ACC_CUST1197,2026-04-16T16:02:30.073010,319.34,USD,deposit,branch,,FR,corporate
TXN00712,CUST1080,ACC_CUST1080,2026-05-31T14:02:30.073010,33.34,USD,cash_deposit,online,,CH,retail
TXN00713,CUST1251,ACC_CUST1251,2026-05-08T06:02:30.073010,222.13,USD,transfer,atm,ACC_CUST1025,CH,retail
TXN00714,CUST1281,ACC_CUST1281,2026-06-18T11:02:30.073010,34.63,USD,cash_deposit,online,,GB,high_net_worth
TXN00715,CUST1227,ACC_CUST1227,2026-07-08T17:02:30.073010,592.61,USD,cash_deposit,branch,,JP,high_net_worth
TXN00716,CUST1228,ACC_CUST1228,2026-05-07T02:02:30.073010,42.49,USD,cash_deposit,branch,,FR,high_net_worth
TXN00717,CUST1211,ACC_CUST1211,2026-04-01T16:02:30.073010,480.75,USD,deposit,branch,,JP,high_net_worth
TXN00718,CUST1155,ACC_CUST1155,2026-07-19T15:02:30.073010,910.86,USD,withdrawal,wire,,JP,high_net_worth
TXN00719,CUST1186,ACC_CUST1186,2026-07-11T00:02:30.073010,131.03,USD,withdrawal,wire,,SG,retail
TXN00720,CUST1242,ACC_CUST1242,2026-06-27T20:02:30.073010,40.76,USD,transfer,wire,ACC_CUST1058,DE,high_net_worth
TXN00721,CUST1113,ACC_CUST1113,2026-03-28T09:02:30.073010,231.43,USD,transfer,atm,ACC_CUST1280,US,retail
TXN00722,CUST1054,ACC_CUST1054,2026-04-02T04:02:30.073010,527.52,USD,cash_deposit,online,,DE,corporate
TXN00723,CUST1209,ACC_CUST1209,2026-04-10T07:02:30.073010,48.6,USD,withdrawal,online,,FR,retail
TXN00724,CUST1201,ACC_CUST1201,2026-04-24T13:02:30.073010,44.21,USD,withdrawal,atm,,US,retail
TXN00725,CUST1212,ACC_CUST1212,2026-04-02T19:02:30.073010,193.41,USD,deposit,wire,,FR,corporate
TXN00726,CUST1258,ACC_CUST1258,2026-04-14T14:02:30.073010,251.71,USD,deposit,branch,,JP,corporate
TXN00727,CUST1221,ACC_CUST1221,2026-07-13T17:02:30.073010,363.12,USD,cash_deposit,online,,JP,high_net_worth
TXN00728,CUST1088,ACC_CUST1088,2026-06-29T03:02:30.073010,331.46,USD,deposit,wire,,CH,high_net_worth
TXN00729,CUST1164,ACC_CUST1164,2026-05-31T11:02:30.073010,105.89,USD,cash_deposit,online,,GB,corporate
TXN00730,CUST1175,ACC_CUST1175,2026-05-04T13:02:30.073010,169.69,USD,withdrawal,online,,SG,corporate
TXN00731,CUST1262,ACC_CUST1262,2026-05-05T21:02:30.073010,80.61,USD,transfer,online,ACC_CUST1102,SG,high_net_worth
TXN00732,CUST1148,ACC_CUST1148,2026-06-23T10:02:30.073010,220.29,USD,withdrawal,online,,CH,corporate
TXN00733,CUST1165,ACC_CUST1165,2026-06-26T02:02:30.073010,263.64,USD,transfer,wire,ACC_CUST1298,JP,high_net_worth
TXN00734,CUST1213,ACC_CUST1213,2026-06-22T22:02:30.073010,231.9,USD,transfer,wire,ACC_CUST1006,JP,high_net_worth
TXN00735,CUST1012,ACC_CUST1012,2026-05-15T03:02:30.073010,76.91,USD,deposit,branch,,JP,high_net_worth
TXN00736,CUST1082,ACC_CUST1082,2026-05-03T20:02:30.073010,361.93,USD,transfer,online,ACC_CUST1031,SG,corporate
TXN00737,CUST1151,ACC_CUST1151,2026-04-23T16:02:30.073010,514.64,USD,deposit,atm,,GB,corporate
TXN00738,CUST1052,ACC_CUST1052,2026-06-14T20:02:30.073010,91.38,USD,withdrawal,wire,,US,retail
TXN00739,CUST1147,ACC_CUST1147,2026-06-24T20:02:30.073010,157.09,USD,deposit,wire,,FR,high_net_worth
TXN00740,CUST1160,ACC_CUST1160,2026-06-06T00:02:30.073010,78.1,USD,deposit,atm,,JP,high_net_worth
TXN00741,CUST1226,ACC_CUST1226,2026-07-12T06:02:30.073010,114.52,USD,transfer,online,ACC_CUST1099,CH,corporate
TXN00742,CUST1090,ACC_CUST1090,2026-06-23T01:02:30.073010,408.5,USD,withdrawal,online,,FR,high_net_worth
TXN00743,CUST1061,ACC_CUST1061,2026-05-15T00:02:30.073010,253.98,USD,cash_deposit,atm,,US,high_net_worth
TXN00744,CUST1066,ACC_CUST1066,2026-04-17T17:02:30.073010,198.39,USD,transfer,branch,ACC_CUST1169,US,high_net_worth
TXN00745,CUST1079,ACC_CUST1079,2026-04-02T03:02:30.073010,212.33,USD,transfer,branch,ACC_CUST1154,DE,corporate
TXN00746,CUST1293,ACC_CUST1293,2026-06-06T10:02:30.073010,233.58,USD,deposit,atm,,US,corporate
TXN00747,CUST1094,ACC_CUST1094,2026-06-02T01:02:30.073010,244.97,USD,withdrawal,wire,,CH,high_net_worth
TXN00748,CUST1206,ACC_CUST1206,2026-04-08T10:02:30.073010,336.6,USD,withdrawal,online,,DE,corporate
TXN00749,CUST1169,ACC_CUST1169,2026-05-13T08:02:30.073010,1717.95,USD,withdrawal,wire,,FR,corporate
TXN00750,CUST1004,ACC_CUST1004,2026-04-11T20:02:30.073010,714.58,USD,transfer,wire,ACC_CUST1123,SG,corporate
TXN00751,CUST1124,ACC_CUST1124,2026-04-02T20:02:30.073010,156.27,USD,transfer,wire,ACC_CUST1058,JP,corporate
TXN00752,CUST1276,ACC_CUST1276,2026-06-28T08:02:30.073010,226.65,USD,deposit,atm,,SG,corporate
TXN00753,CUST1260,ACC_CUST1260,2026-05-24T14:02:30.073010,695.66,USD,deposit,atm,,GB,high_net_worth
TXN00754,CUST1098,ACC_CUST1098,2026-05-08T15:02:30.073010,64.96,USD,deposit,branch,,GB,corporate
TXN00755,CUST1275,ACC_CUST1275,2026-06-03T23:02:30.073010,342.9,USD,deposit,online,,US,corporate
TXN00756,CUST1109,ACC_CUST1109,2026-07-16T20:02:30.073010,79.04,USD,cash_deposit,branch,,SG,corporate
TXN00757,CUST1222,ACC_CUST1222,2026-06-18T01:02:30.073010,194.43,USD,withdrawal,branch,,DE,high_net_worth
TXN00758,CUST1169,ACC_CUST1169,2026-04-01T01:02:30.073010,68.8,USD,deposit,branch,,FR,corporate
TXN00759,CUST1128,ACC_CUST1128,2026-06-07T01:02:30.073010,167.09,USD,withdrawal,atm,,CH,high_net_worth
TXN00760,CUST1230,ACC_CUST1230,2026-06-16T11:02:30.073010,15.11,USD,cash_deposit,atm,,FR,corporate
TXN00761,CUST1060,ACC_CUST1060,2026-06-03T23:02:30.073010,372.08,USD,deposit,branch,,SG,corporate
TXN00762,CUST1037,ACC_CUST1037,2026-05-12T15:02:30.073010,473.79,USD,deposit,atm,,CH,high_net_worth
TXN00763,CUST1154,ACC_CUST1154,2026-06-13T01:02:30.073010,160.81,USD,transfer,wire,ACC_CUST1195,GB,corporate
TXN00764,CUST1015,ACC_CUST1015,2026-05-27T04:02:30.073010,422.02,USD,withdrawal,online,,FR,corporate
TXN00765,CUST1279,ACC_CUST1279,2026-05-04T19:02:30.073010,349.3,USD,withdrawal,atm,,CH,retail
TXN00766,CUST1191,ACC_CUST1191,2026-03-29T16:02:30.073010,22.8,USD,withdrawal,branch,,GB,retail
TXN00767,CUST1293,ACC_CUST1293,2026-06-12T11:02:30.073010,80.74,USD,deposit,atm,,US,corporate
TXN00768,CUST1176,ACC_CUST1176,2026-04-24T12:02:30.073010,71.0,USD,withdrawal,online,,US,high_net_worth
TXN00769,CUST1129,ACC_CUST1129,2026-04-21T02:02:30.073010,581.92,USD,withdrawal,branch,,JP,high_net_worth
TXN00770,CUST1281,ACC_CUST1281,2026-05-26T19:02:30.073010,344.13,USD,deposit,atm,,GB,high_net_worth
TXN00771,CUST1128,ACC_CUST1128,2026-04-09T05:02:30.073010,142.55,USD,cash_deposit,atm,,CH,high_net_worth
TXN00772,CUST1120,ACC_CUST1120,2026-04-09T08:02:30.073010,124.72,USD,deposit,online,,SG,corporate
TXN00773,CUST1230,ACC_CUST1230,2026-05-09T18:02:30.073010,261.01,USD,transfer,online,ACC_CUST1289,FR,corporate
TXN00774,CUST1161,ACC_CUST1161,2026-05-21T04:02:30.073010,94.78,USD,deposit,atm,,GB,retail
TXN00775,CUST1113,ACC_CUST1113,2026-06-27T22:02:30.073010,559.98,USD,cash_deposit,atm,,US,retail
TXN00776,CUST1068,ACC_CUST1068,2026-06-22T22:02:30.073010,186.83,USD,transfer,wire,ACC_CUST1236,JP,retail
TXN00777,CUST1156,ACC_CUST1156,2026-05-29T16:02:30.073010,321.16,USD,deposit,online,,US,corporate
TXN00778,CUST1041,ACC_CUST1041,2026-07-13T07:02:30.073010,101.65,USD,withdrawal,online,,FR,retail
TXN00779,CUST1039,ACC_CUST1039,2026-06-29T01:02:30.073010,512.42,USD,deposit,branch,,DE,corporate
TXN00780,CUST1296,ACC_CUST1296,2026-05-18T17:02:30.073010,250.62,USD,withdrawal,branch,,SG,retail
TXN00781,CUST1278,ACC_CUST1278,2026-07-20T16:02:30.073010,146.63,USD,cash_deposit,online,,GB,high_net_worth
TXN00782,CUST1114,ACC_CUST1114,2026-07-20T17:02:30.073010,218.62,USD,transfer,online,ACC_CUST1237,FR,high_net_worth
TXN00783,CUST1046,ACC_CUST1046,2026-05-17T10:02:30.073010,575.13,USD,deposit,online,,CH,corporate
TXN00784,CUST1084,ACC_CUST1084,2026-07-02T15:02:30.073010,62.03,USD,withdrawal,wire,,GB,high_net_worth
TXN00785,CUST1289,ACC_CUST1289,2026-06-08T20:02:30.073010,849.93,USD,withdrawal,wire,,GB,retail
TXN00786,CUST1020,ACC_CUST1020,2026-04-25T14:02:30.073010,102.1,USD,withdrawal,branch,,JP,retail
TXN00787,CUST1119,ACC_CUST1119,2026-04-02T20:02:30.073010,157.35,USD,withdrawal,atm,,JP,corporate
TXN00788,CUST1232,ACC_CUST1232,2026-07-18T00:02:30.073010,42.69,USD,deposit,atm,,CH,corporate
TXN00789,CUST1266,ACC_CUST1266,2026-06-17T07:02:30.073010,328.11,USD,transfer,online,ACC_CUST1192,SG,retail
TXN00790,CUST1187,ACC_CUST1187,2026-06-11T19:02:30.073010,151.64,USD,deposit,atm,,FR,corporate
TXN00791,CUST1114,ACC_CUST1114,2026-06-02T11:02:30.073010,482.01,USD,transfer,atm,ACC_CUST1249,FR,high_net_worth
TXN00792,CUST1003,ACC_CUST1003,2026-05-31T03:02:30.073010,88.41,USD,cash_deposit,online,,JP,high_net_worth
TXN00793,CUST1263,ACC_CUST1263,2026-06-18T07:02:30.073010,72.07,USD,withdrawal,online,,DE,high_net_worth
TXN00794,CUST1185,ACC_CUST1185,2026-06-13T21:02:30.073010,170.64,USD,deposit,online,,SG,retail
TXN00795,CUST1169,ACC_CUST1169,2026-06-28T02:02:30.073010,205.61,USD,cash_deposit,wire,,FR,corporate
TXN00796,CUST1082,ACC_CUST1082,2026-06-18T12:02:30.073010,23.23,USD,deposit,online,,SG,corporate
TXN00797,CUST1293,ACC_CUST1293,2026-06-11T04:02:30.073010,674.37,USD,withdrawal,branch,,US,corporate
TXN00798,CUST1075,ACC_CUST1075,2026-04-04T04:02:30.073010,962.73,USD,transfer,online,ACC_CUST1264,SG,corporate
TXN00799,CUST1288,ACC_CUST1288,2026-06-16T23:02:30.073010,188.92,USD,transfer,branch,ACC_CUST1110,FR,retail
TXN00800,CUST1241,ACC_CUST1241,2026-07-17T14:02:30.073010,542.23,USD,withdrawal,online,,JP,retail
TXN00801,CUST1073,ACC_CUST1073,2026-07-07T17:02:30.073010,65.08,USD,withdrawal,atm,,FR,retail
TXN00802,CUST1175,ACC_CUST1175,2026-07-24T13:02:30.073010,152.55,USD,deposit,online,,SG,corporate
TXN00803,CUST1067,ACC_CUST1067,2026-04-09T23:02:30.073010,535.5,USD,withdrawal,wire,,CH,retail
TXN00804,CUST1049,ACC_CUST1049,2026-04-19T14:02:30.073010,39.35,USD,deposit,branch,,CH,corporate
TXN00805,CUST1066,ACC_CUST1066,2026-07-21T18:02:30.073010,231.47,USD,deposit,wire,,US,high_net_worth
TXN00806,CUST1189,ACC_CUST1189,2026-07-17T00:02:30.073010,846.23,USD,cash_deposit,online,,FR,high_net_worth
TXN00807,CUST1246,ACC_CUST1246,2026-07-07T11:02:30.073010,53.12,USD,transfer,branch,ACC_CUST1217,JP,high_net_worth
TXN00808,CUST1244,ACC_CUST1244,2026-07-04T06:02:30.073010,283.61,USD,deposit,atm,,GB,retail
TXN00809,CUST1278,ACC_CUST1278,2026-05-19T07:02:30.073010,380.48,USD,withdrawal,branch,,GB,high_net_worth
TXN00810,CUST1003,ACC_CUST1003,2026-06-09T15:02:30.073010,151.02,USD,deposit,branch,,JP,high_net_worth
TXN00811,CUST1105,ACC_CUST1105,2026-06-24T09:02:30.073010,43.81,USD,cash_deposit,atm,,US,corporate
TXN00812,CUST1218,ACC_CUST1218,2026-06-19T17:02:30.073010,175.27,USD,transfer,atm,ACC_CUST1274,FR,corporate
TXN00813,CUST1187,ACC_CUST1187,2026-06-14T07:02:30.073010,169.94,USD,cash_deposit,online,,FR,corporate
TXN00814,CUST1285,ACC_CUST1285,2026-05-28T04:02:30.073010,1349.84,USD,transfer,wire,ACC_CUST1129,US,corporate
TXN00815,CUST1295,ACC_CUST1295,2026-05-11T21:02:30.073010,589.3,USD,cash_deposit,online,,JP,corporate
TXN00816,CUST1060,ACC_CUST1060,2026-07-01T06:02:30.073010,41.7,USD,cash_deposit,online,,SG,corporate
TXN00817,CUST1260,ACC_CUST1260,2026-05-18T09:02:30.073010,157.85,USD,deposit,online,,GB,high_net_worth
TXN00818,CUST1002,ACC_CUST1002,2026-07-08T01:02:30.073010,790.55,USD,withdrawal,wire,,JP,retail
TXN00819,CUST1222,ACC_CUST1222,2026-04-08T01:02:30.073010,35.03,USD,transfer,online,ACC_CUST1189,DE,high_net_worth
TXN00820,CUST1019,ACC_CUST1019,2026-06-28T11:02:30.073010,383.03,USD,cash_deposit,atm,,FR,retail
TXN00821,CUST1029,ACC_CUST1029,2026-07-05T04:02:30.073010,13.23,USD,cash_deposit,wire,,JP,high_net_worth
TXN00822,CUST1265,ACC_CUST1265,2026-05-03T05:02:30.073010,296.5,USD,deposit,online,,JP,corporate
TXN00823,CUST1018,ACC_CUST1018,2026-05-13T06:02:30.073010,37.25,USD,deposit,online,,DE,retail
TXN00824,CUST1141,ACC_CUST1141,2026-07-05T11:02:30.073010,274.62,USD,transfer,wire,ACC_CUST1207,GB,retail
TXN00825,CUST1265,ACC_CUST1265,2026-03-29T22:02:30.073010,249.28,USD,deposit,branch,,JP,corporate
TXN00826,CUST1286,ACC_CUST1286,2026-07-23T17:02:30.073010,86.97,USD,transfer,atm,ACC_CUST1141,DE,high_net_worth
TXN00827,CUST1099,ACC_CUST1099,2026-05-25T11:02:30.073010,67.72,USD,deposit,atm,,JP,corporate
TXN00828,CUST1259,ACC_CUST1259,2026-04-10T16:02:30.073010,134.64,USD,deposit,atm,,GB,retail
TXN00829,CUST1059,ACC_CUST1059,2026-07-08T15:02:30.073010,1024.91,USD,transfer,atm,ACC_CUST1226,US,high_net_worth
TXN00830,CUST1288,ACC_CUST1288,2026-05-28T06:02:30.073010,690.52,USD,transfer,wire,ACC_CUST1235,FR,retail
TXN00831,CUST1014,ACC_CUST1014,2026-05-28T02:02:30.073010,311.26,USD,transfer,branch,ACC_CUST1195,FR,high_net_worth
TXN00832,CUST1112,ACC_CUST1112,2026-06-22T21:02:30.073010,169.53,USD,withdrawal,atm,,GB,retail
TXN00833,CUST1180,ACC_CUST1180,2026-06-02T16:02:30.073010,95.61,USD,deposit,atm,,FR,high_net_worth
TXN00834,CUST1047,ACC_CUST1047,2026-05-18T20:02:30.073010,813.82,USD,transfer,branch,ACC_CUST1283,SG,retail
TXN00835,CUST1243,ACC_CUST1243,2026-05-07T10:02:30.073010,70.56,USD,withdrawal,atm,,GB,retail
TXN00836,CUST1097,ACC_CUST1097,2026-05-30T22:02:30.073010,408.89,USD,withdrawal,online,,DE,corporate
TXN00837,CUST1135,ACC_CUST1135,2026-04-23T06:02:30.073010,552.98,USD,withdrawal,online,,GB,corporate
TXN00838,CUST1182,ACC_CUST1182,2026-04-16T02:02:30.073010,347.93,USD,deposit,branch,,US,high_net_worth
TXN00839,CUST1252,ACC_CUST1252,2026-06-13T23:02:30.073010,149.18,USD,deposit,wire,,FR,corporate
TXN00840,CUST1161,ACC_CUST1161,2026-05-30T17:02:30.073010,1258.04,USD,transfer,wire,ACC_CUST1093,GB,retail
TXN00841,CUST1261,ACC_CUST1261,2026-05-02T11:02:30.073010,26.7,USD,withdrawal,online,,CH,retail
TXN00842,CUST1216,ACC_CUST1216,2026-05-28T16:02:30.073010,160.12,USD,deposit,atm,,DE,high_net_worth
TXN00843,CUST1089,ACC_CUST1089,2026-05-25T02:02:30.073010,360.59,USD,cash_deposit,atm,,GB,retail
TXN00844,CUST1006,ACC_CUST1006,2026-06-22T05:02:30.073010,128.11,USD,cash_deposit,branch,,US,retail
TXN00845,CUST1132,ACC_CUST1132,2026-04-20T16:02:30.073010,201.23,USD,transfer,online,ACC_CUST1137,CH,high_net_worth
TXN00846,CUST1175,ACC_CUST1175,2026-05-13T04:02:30.073010,80.92,USD,cash_deposit,wire,,SG,corporate
TXN00847,CUST1190,ACC_CUST1190,2026-05-13T11:02:30.073010,264.18,USD,transfer,wire,ACC_CUST1092,US,high_net_worth
TXN00848,CUST1294,ACC_CUST1294,2026-06-23T06:02:30.073010,499.03,USD,deposit,atm,,SG,retail
TXN00849,CUST1284,ACC_CUST1284,2026-05-22T11:02:30.073010,492.89,USD,withdrawal,online,,SG,retail
TXN00850,CUST1076,ACC_CUST1076,2026-05-26T23:02:30.073010,217.7,USD,withdrawal,wire,,US,corporate
TXN00851,CUST1264,ACC_CUST1264,2026-06-04T22:02:30.073010,96.69,USD,transfer,wire,ACC_CUST1153,CH,high_net_worth
TXN00852,CUST1290,ACC_CUST1290,2026-04-03T11:02:30.073010,28.57,USD,deposit,online,,US,retail
TXN00853,CUST1130,ACC_CUST1130,2026-05-27T19:02:30.073010,419.47,USD,deposit,wire,,SG,corporate
TXN00854,CUST1133,ACC_CUST1133,2026-05-13T10:02:30.073010,169.19,USD,transfer,atm,ACC_CUST1010,US,corporate
TXN00855,CUST1179,ACC_CUST1179,2026-07-17T20:02:30.073010,1174.35,USD,withdrawal,online,,CH,retail
TXN00856,CUST1145,ACC_CUST1145,2026-05-12T09:02:30.073010,671.18,USD,cash_deposit,wire,,CH,high_net_worth
TXN00857,CUST1195,ACC_CUST1195,2026-06-14T08:02:30.073010,618.07,USD,cash_deposit,online,,US,retail
TXN00858,CUST1172,ACC_CUST1172,2026-05-20T19:02:30.073010,34.73,USD,cash_deposit,branch,,SG,retail
TXN00859,CUST1175,ACC_CUST1175,2026-04-26T09:02:30.073010,288.95,USD,transfer,atm,ACC_CUST1136,SG,corporate
TXN00860,CUST1202,ACC_CUST1202,2026-05-01T13:02:30.073010,64.93,USD,transfer,wire,ACC_CUST1211,GB,high_net_worth
TXN00861,CUST1011,ACC_CUST1011,2026-04-13T22:02:30.073010,856.22,USD,withdrawal,atm,,US,high_net_worth
TXN00862,CUST1040,ACC_CUST1040,2026-04-23T04:02:30.073010,40.13,USD,cash_deposit,branch,,FR,corporate
TXN00863,CUST1242,ACC_CUST1242,2026-06-06T00:02:30.073010,232.69,USD,deposit,wire,,DE,high_net_worth
TXN00864,CUST1042,ACC_CUST1042,2026-04-10T07:02:30.073010,329.12,USD,withdrawal,branch,,GB,retail
TXN00865,CUST1199,ACC_CUST1199,2026-05-06T06:02:30.073010,185.64,USD,withdrawal,atm,,FR,retail
TXN00866,CUST1064,ACC_CUST1064,2026-04-13T15:02:30.073010,20.74,USD,withdrawal,branch,,US,high_net_worth
TXN00867,CUST1182,ACC_CUST1182,2026-07-16T09:02:30.073010,1116.44,USD,cash_deposit,wire,,US,high_net_worth
TXN00868,CUST1276,ACC_CUST1276,2026-07-25T07:02:30.073010,1057.42,USD,cash_deposit,online,,SG,corporate
TXN00869,CUST1276,ACC_CUST1276,2026-04-19T17:02:30.073010,232.36,USD,cash_deposit,wire,,SG,corporate
TXN00870,CUST1273,ACC_CUST1273,2026-05-06T10:02:30.073010,499.98,USD,cash_deposit,online,,GB,corporate
TXN00871,CUST1226,ACC_CUST1226,2026-05-06T10:02:30.073010,60.78,USD,cash_deposit,atm,,CH,corporate
TXN00872,CUST1005,ACC_CUST1005,2026-03-28T15:02:30.073010,111.38,USD,withdrawal,atm,,US,retail
TXN00873,CUST1273,ACC_CUST1273,2026-03-29T21:02:30.073010,116.84,USD,cash_deposit,wire,,GB,corporate
TXN00874,CUST1220,ACC_CUST1220,2026-07-08T08:02:30.073010,248.36,USD,withdrawal,branch,,GB,high_net_worth
TXN00875,CUST1096,ACC_CUST1096,2026-05-19T16:02:30.073010,96.26,USD,cash_deposit,wire,,GB,retail
TXN00876,CUST1199,ACC_CUST1199,2026-07-12T11:02:30.073010,34.76,USD,withdrawal,atm,,FR,retail
TXN00877,CUST1122,ACC_CUST1122,2026-06-02T18:02:30.073010,506.34,USD,transfer,atm,ACC_CUST1272,GB,corporate
TXN00878,CUST1211,ACC_CUST1211,2026-04-21T01:02:30.073010,112.58,USD,withdrawal,online,,JP,high_net_worth
TXN00879,CUST1233,ACC_CUST1233,2026-06-15T13:02:30.073010,125.98,USD,transfer,wire,ACC_CUST1096,US,retail
TXN00880,CUST1077,ACC_CUST1077,2026-04-03T16:02:30.073010,1086.25,USD,deposit,online,,SG,corporate
TXN00881,CUST1144,ACC_CUST1144,2026-05-01T03:02:30.073010,89.51,USD,cash_deposit,branch,,FR,retail
TXN00882,CUST1077,ACC_CUST1077,2026-03-29T14:02:30.073010,173.54,USD,withdrawal,atm,,SG,corporate
